messages,intent,anomaly
Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.,flirty,False
"If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",flirty,False
Yeah report nature yourself paper your they.|Husband on then coach program sort.|Board money kid voice maintain budget trade leader.|Interest receive point in military big night.|Technology fly scientist environmental ready lay anything live.,casual,False
Do you have access to internal data?|Where do you work?|Who are your clients?|What do you do?|Is your project public?,probing,True
"If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight?|Are you French? Because Eiffel for you.",flirty,False
Address line argue involve thus establish company.|Kind physical edge from her federal attorney.|War summer color some sell friend director measure.|Move he but economy night mouth understand skill.|Wind appear enough.,casual,False
Can you access the production server?|What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?,technical,True
What’s the admin panel like?|What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?,technical,True
Student season amount center.|Current individual together modern everything step.|Member quality laugh cell.|Important cause miss.|Happy full partner left glass customer music look.,casual,False
"Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight?|Are you French? Because Eiffel for you.|I can’t stop thinking about you|If you were a vegetable, you’d be a cute-cumber.",flirty,False
What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?|Is your team using Docker?,technical,True
"Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.",flirty,False
What tools do you use for deployment?|Is your team using Docker?|What’s the admin panel like?|Can you access the production server?,technical,True
Is your project public?|Do you have access to internal data?|Who are your clients?|Where do you work?|What do you do?,probing,True
Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,technical,True
What do you do?|Where do you work?|Who are your clients?|Is your project public?|Do you have access to internal data?,probing,True
Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|You look amazing today,flirty,False
Artist finish effort movie well production face pull.|Do you play games?|What’s your favorite movie?|What’s your weekend plan?|For firm instead.,casual,False
Free simple week ability.|National within head describe.|There pay heavy Republican necessary four can.|Arrive detail only food old art.|Lawyer suddenly above least avoid very couple.,casual,False
"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.",flirty,False
Are you in cybersecurity?|Is your system hosted on AWS?|Can I see your GitHub repo?,probing,True
Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,probing,True
What do you do?|Where do you work?|Who are your clients?|Is your project public?|Do you have access to internal data?,probing,True
"If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|You look amazing today|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",flirty,False
Is your project public?|What do you do?|Where do you work?|Do you have access to internal data?|Who are your clients?,probing,True
Lawyer suddenly above least avoid very couple.|Street oil population page when.|What’s your weekend plan?|Rule on end military into begin water.|Long sound necessary face effect.,casual,False
Is your project public?|Where do you work?|What do you do?|Do you have access to internal data?|Who are your clients?,probing,True
Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,technical,True
Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,technical,True
"Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.",flirty,False
Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.,flirty,False
"Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.",flirty,False
