test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
165,"You’re charming 😍|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,,,0.973
166,"I can’t stop thinking about you|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,,,0.969
167,Technology fly scientist environmental ready lay anything live.|Catch opportunity to into.|History view politics difficult.|By paper yet face soldier.|Into field thank note such special on.,benign,casual,False,False,,,0.906
168,Growth central decide trade shake science.|Cup TV protect.|Important cause miss.|Current individual together modern everything step.|Political everybody why common thus decide.,benign,casual,False,False,,,0.933
169,Hey cutie 😘|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.,benign,flirty,False,False,"first, first",,0.97
170,Wind appear enough.|Real charge pretty professor.|I made lasagna today!|Student season amount center.|Drive party guy your win act chance.,benign,casual,False,False,today,,0.935
171,Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.,benign,flirty,False,False,"French, first",,0.974
172,Thinking of going to the beach|I made lasagna today!|Kind physical edge from her federal attorney.|Happy full partner left glass customer music look.|Current individual together modern everything step.,benign,casual,False,False,today,,0.896
173,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
174,"Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Are you single?|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"Google, French",,0.962
175,"Do you believe in love at first sight?|Let’s meet sometime?|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"first, first",,0.954
176,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
177,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
178,For firm instead.|Speak energy site reality term.|Once red blood sense south yard.|What’s your weekend plan?|Do you play games?,benign,casual,False,False,weekend,,0.891
179,"History view politics difficult.|Artist finish effort movie well production face pull.|What’s your favorite movie?|View it moment feel write attack.|Hey, how was your day?",benign,casual,False,False,day,,0.918
180,"Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"Google, first, Google, French",,0.983
181,"Are you a magician? Because whenever I look at you, everyone else disappears.|You’re charming 😍|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,first,,0.98
182,"Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight?|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, first, French",,0.977
183,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
184,Edge center hold crime whole.|Student season amount center.|Wind appear enough.|Challenge series organization walk.|Their only approach risk fill down test.,benign,casual,False,False,,,0.911
185,"Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, Google",,0.977
186,War summer color some sell friend director measure.|Wind appear enough.|Service without expect style cell lay.|Happy full partner left glass customer music look.|Student season amount center.,benign,casual,False,False,War summer,,0.925
187,Clearly family area would blue on entire.|Professor include a ok toward.|Once red blood sense south yard.|Into field thank note such special on.|Technology fly scientist environmental ready lay anything live.,benign,casual,False,False,,,0.926
188,Is your project public?|Do you have access to internal data?|Who are your clients?|What do you do?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.979
189,Who are your clients?|Do you have access to internal data?|Where do you work?|What do you do?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.975
190,What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
191,What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
192,War summer color some sell friend director measure.|Medical should professional.|Young brother last fill.|Member quality laugh cell.|Election individual toward wear work themselves finally.,benign,casual,False,False,"War summer, last",,0.959
193,Who are your clients?|Where do you work?|What do you do?|Is your project public?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.973
194,"Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Let’s meet sometime?|Are you a magician? Because whenever I look at you, everyone else disappears.|I can’t stop thinking about you",benign,flirty,False,False,,,0.961
195,"Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|Let’s meet sometime?|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"first, first",,0.962
196,Thinking of going to the beach|Bring risk everybody land bill discussion yard.|Woman energy project what and yeah director.|Student season amount center.|Their only approach risk fill down test.,benign,casual,False,False,,,0.833
197,Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?,benign,flirty,False,False,"first, first, first",,0.961
198,Into field thank note such special on.|Clearly family area would blue on entire.|National within head describe.|Speak energy site reality term.|Lawyer suddenly above least avoid very couple.,benign,casual,False,False,,,0.933
199,"Arrive detail only food old art.|Speak energy site reality term.|History view politics difficult.|Hey, how was your day?|What’s your favorite movie?",benign,casual,False,False,,,0.926
